start_time,end_time,duration_hours,sleep_stage
2026-01-26 00:38:03 -0800,2026-01-26 00:48:01 -0800,0.1661,Deep Sleep
2026-01-26 00:48:01 -0800,2026-01-26 00:49:00 -0800,0.0164,Awake
2026-01-26 00:49:00 -0800,2026-01-26 01:00:58 -0800,0.1994,Core Sleep
2026-01-26 01:00:58 -0800,2026-01-26 01:12:26 -0800,0.1911,REM Sleep
2026-01-26 01:12:26 -0800,2026-01-26 01:53:18 -0800,0.6811,Core Sleep
2026-01-26 01:53:18 -0800,2026-01-26 02:06:15 -0800,0.2158,Deep Sleep
2026-01-26 02:06:15 -0800,2026-01-26 02:18:43 -0800,0.2078,Core Sleep
2026-01-26 02:18:43 -0800,2026-01-26 02:43:38 -0800,0.4153,REM Sleep
2026-01-26 02:43:38 -0800,2026-01-26 03:11:02 -0800,0.4567,Core Sleep
2026-01-26 03:11:02 -0800,2026-01-26 03:21:00 -0800,0.1661,Deep Sleep
2026-01-26 03:21:00 -0800,2026-01-26 03:21:30 -0800,0.0083,Core Sleep
2026-01-26 03:21:30 -0800,2026-01-26 03:24:00 -0800,0.0417,Awake
2026-01-26 03:24:00 -0800,2026-01-26 04:04:22 -0800,0.6728,Core Sleep
2026-01-26 04:04:22 -0800,2026-01-26 04:31:16 -0800,0.4483,REM Sleep
2026-01-26 04:31:16 -0800,2026-01-26 04:33:46 -0800,0.0417,Awake
2026-01-26 04:33:46 -0800,2026-01-26 05:41:02 -0800,1.1211,Core Sleep
2026-01-26 05:41:02 -0800,2026-01-26 06:18:55 -0800,0.6314,REM Sleep
2026-01-26 06:18:55 -0800,2026-01-26 06:19:54 -0800,0.0164,Awake
2026-01-26 06:19:54 -0800,2026-01-26 06:29:23 -0800,0.1581,Core Sleep
2026-01-26 06:29:23 -0800,2026-01-26 06:33:52 -0800,0.0747,Awake
2026-01-26 06:33:52 -0800,2026-01-26 06:38:21 -0800,0.0747,Core Sleep
2026-01-27 01:46:10 -0800,2026-01-27 02:05:06 -0800,0.3156,Core Sleep
2026-01-27 02:05:06 -0800,2026-01-27 02:33:00 -0800,0.4650,Deep Sleep
2026-01-27 02:33:00 -0800,2026-01-27 02:39:29 -0800,0.1081,Core Sleep
2026-01-27 02:39:29 -0800,2026-01-27 02:45:28 -0800,0.0997,Deep Sleep
2026-01-27 02:45:28 -0800,2026-01-27 03:20:51 -0800,0.5897,Core Sleep
2026-01-27 03:20:51 -0800,2026-01-27 03:24:20 -0800,0.0581,Deep Sleep
2026-01-27 03:24:20 -0800,2026-01-27 03:41:17 -0800,0.2825,Core Sleep
2026-01-27 03:41:17 -0800,2026-01-27 03:49:45 -0800,0.1411,Deep Sleep
2026-01-27 03:49:45 -0800,2026-01-27 04:00:13 -0800,0.1744,Core Sleep
2026-01-27 04:00:13 -0800,2026-01-27 04:28:07 -0800,0.4650,REM Sleep
2026-01-27 04:28:07 -0800,2026-01-27 05:25:26 -0800,0.9553,Core Sleep
2026-01-27 05:25:26 -0800,2026-01-27 05:27:25 -0800,0.0331,Awake
2026-01-27 05:27:25 -0800,2026-01-27 05:38:53 -0800,0.1911,Core Sleep
2026-01-27 05:38:53 -0800,2026-01-27 06:23:14 -0800,0.7392,REM Sleep
2026-01-27 06:23:14 -0800,2026-01-27 07:15:34 -0800,0.8722,Core Sleep
2026-01-27 07:15:34 -0800,2026-01-27 07:16:34 -0800,0.0167,Awake
2026-01-27 07:16:34 -0800,2026-01-27 07:27:31 -0800,0.1825,Core Sleep
2026-01-27 07:27:31 -0800,2026-01-27 07:37:29 -0800,0.1661,REM Sleep
2026-01-27 07:37:29 -0800,2026-01-27 07:38:59 -0800,0.0250,Core Sleep
2026-01-27 07:38:59 -0800,2026-01-27 07:39:59 -0800,0.0167,Awake
2026-01-27 07:39:59 -0800,2026-01-27 07:48:27 -0800,0.1411,Core Sleep
2026-01-27 07:48:27 -0800,2026-01-27 07:50:57 -0800,0.0417,Awake
2026-01-27 07:50:57 -0800,2026-01-27 08:15:52 -0800,0.4153,Core Sleep
2026-01-28 01:37:57 -0800,2026-01-28 02:04:21 -0800,0.4400,Core Sleep
2026-01-28 02:04:21 -0800,2026-01-28 02:12:20 -0800,0.1331,Deep Sleep
2026-01-28 02:12:20 -0800,2026-01-28 02:13:20 -0800,0.0167,Awake
2026-01-28 02:13:20 -0800,2026-01-28 02:27:17 -0800,0.2325,Core Sleep
2026-01-28 02:27:17 -0800,2026-01-28 02:33:46 -0800,0.1081,Deep Sleep
2026-01-28 02:33:46 -0800,2026-01-28 02:39:14 -0800,0.0911,Core Sleep
2026-01-28 02:39:14 -0800,2026-01-28 02:47:43 -0800,0.1414,REM Sleep
2026-01-28 02:47:43 -0800,2026-01-28 03:05:09 -0800,0.2906,Core Sleep
2026-01-28 03:05:09 -0800,2026-01-28 03:28:35 -0800,0.3906,Deep Sleep
2026-01-28 03:28:35 -0800,2026-01-28 03:43:02 -0800,0.2408,Core Sleep
2026-01-28 03:43:02 -0800,2026-01-28 03:57:59 -0800,0.2492,REM Sleep
2026-01-28 03:57:59 -0800,2026-01-28 05:05:16 -0800,1.1214,Core Sleep
2026-01-28 05:05:16 -0800,2026-01-28 05:51:37 -0800,0.7725,REM Sleep
2026-01-28 05:51:37 -0800,2026-01-28 07:06:22 -0800,1.2458,Core Sleep
2026-01-28 07:06:22 -0800,2026-01-28 07:35:16 -0800,0.4817,REM Sleep
2026-01-28 07:35:16 -0800,2026-01-28 07:40:15 -0800,0.0831,Awake
2026-01-28 07:40:15 -0800,2026-01-28 07:57:12 -0800,0.2825,Core Sleep
2026-01-29 00:29:00 -0800,2026-01-29 00:47:27 -0800,0.3075,Core Sleep
2026-01-29 00:47:27 -0800,2026-01-29 00:54:55 -0800,0.1244,Deep Sleep
2026-01-29 00:54:55 -0800,2026-01-29 01:01:24 -0800,0.1081,Core Sleep
2026-01-29 01:01:24 -0800,2026-01-29 01:17:21 -0800,0.2658,Deep Sleep
2026-01-29 01:17:21 -0800,2026-01-29 01:43:46 -0800,0.4403,Core Sleep
2026-01-29 01:43:46 -0800,2026-01-29 02:06:41 -0800,0.3819,Deep Sleep
2026-01-29 02:06:41 -0800,2026-01-29 02:11:10 -0800,0.0747,Core Sleep
2026-01-29 02:11:10 -0800,2026-01-29 02:27:37 -0800,0.2742,REM Sleep
2026-01-29 02:27:37 -0800,2026-01-29 03:01:00 -0800,0.5564,Core Sleep
2026-01-29 03:01:00 -0800,2026-01-29 03:08:59 -0800,0.1331,Deep Sleep
2026-01-29 03:08:59 -0800,2026-01-29 03:13:28 -0800,0.0747,Core Sleep
2026-01-29 03:13:28 -0800,2026-01-29 03:24:25 -0800,0.1825,Deep Sleep
2026-01-29 03:24:25 -0800,2026-01-29 03:53:49 -0800,0.4900,Core Sleep
2026-01-29 03:53:49 -0800,2026-01-29 04:44:10 -0800,0.8392,REM Sleep
2026-01-29 04:44:10 -0800,2026-01-29 06:11:22 -0800,1.4533,Core Sleep
2026-01-29 06:11:22 -0800,2026-01-29 07:09:11 -0800,0.9636,REM Sleep
2026-01-29 07:09:11 -0800,2026-01-29 07:14:40 -0800,0.0914,Core Sleep
2026-01-29 07:14:40 -0800,2026-01-29 07:21:08 -0800,0.1078,Awake
2026-01-29 07:21:08 -0800,2026-01-29 07:28:37 -0800,0.1247,Core Sleep
2026-01-29 07:28:37 -0800,2026-01-29 07:31:06 -0800,0.0414,Awake
2026-01-29 07:31:06 -0800,2026-01-29 07:33:36 -0800,0.0417,Core Sleep
2026-01-30 01:20:19 -0800,2026-01-30 01:41:15 -0800,0.3489,Core Sleep
2026-01-30 01:41:15 -0800,2026-01-30 02:02:11 -0800,0.3489,Deep Sleep
2026-01-30 02:02:11 -0800,2026-01-30 02:09:10 -0800,0.1164,Core Sleep
2026-01-30 02:09:10 -0800,2026-01-30 02:13:09 -0800,0.0664,Deep Sleep
2026-01-30 02:13:09 -0800,2026-01-30 02:28:06 -0800,0.2492,Core Sleep
2026-01-30 02:28:06 -0800,2026-01-30 02:28:36 -0800,0.0083,Awake
2026-01-30 02:28:36 -0800,2026-01-30 02:46:02 -0800,0.2906,Core Sleep
2026-01-30 02:46:02 -0800,2026-01-30 02:46:32 -0800,0.0083,Deep Sleep
2026-01-30 02:46:32 -0800,2026-01-30 02:50:32 -0800,0.0667,Core Sleep
2026-01-30 02:50:32 -0800,2026-01-30 02:59:30 -0800,0.1494,Deep Sleep
2026-01-30 02:59:30 -0800,2026-01-30 03:24:25 -0800,0.4153,Core Sleep
2026-01-30 03:24:25 -0800,2026-01-30 03:44:21 -0800,0.3322,REM Sleep
2026-01-30 03:44:21 -0800,2026-01-30 04:25:43 -0800,0.6894,Core Sleep
2026-01-30 04:25:43 -0800,2026-01-30 04:28:12 -0800,0.0414,Deep Sleep
2026-01-30 04:28:12 -0800,2026-01-30 04:30:42 -0800,0.0417,Awake
2026-01-30 04:30:42 -0800,2026-01-30 04:48:08 -0800,0.2906,Core Sleep
2026-01-30 04:48:08 -0800,2026-01-30 05:22:31 -0800,0.5731,REM Sleep
2026-01-30 05:22:31 -0800,2026-01-30 06:23:49 -0800,1.0217,Core Sleep
2026-01-30 06:23:49 -0800,2026-01-30 06:26:49 -0800,0.0500,Deep Sleep
2026-01-30 06:26:49 -0800,2026-01-30 06:27:48 -0800,0.0164,Core Sleep
2026-01-30 06:27:48 -0800,2026-01-30 06:28:18 -0800,0.0083,Awake
2026-01-30 06:28:18 -0800,2026-01-30 06:33:47 -0800,0.0914,Core Sleep
2026-01-30 06:33:47 -0800,2026-01-30 06:45:15 -0800,0.1911,REM Sleep
2026-01-30 06:45:15 -0800,2026-01-30 06:46:45 -0800,0.0250,Awake
2026-01-30 06:46:45 -0800,2026-01-30 07:00:12 -0800,0.2242,Core Sleep
2026-01-30 07:00:12 -0800,2026-01-30 07:17:39 -0800,0.2908,REM Sleep
2026-01-30 07:17:39 -0800,2026-01-30 07:39:34 -0800,0.3653,Core Sleep
2026-01-30 07:39:34 -0800,2026-01-30 07:41:34 -0800,0.0333,Awake
2026-01-30 07:41:34 -0800,2026-01-30 07:54:31 -0800,0.2158,Core Sleep
2026-01-31 02:37:48 -0800,2026-01-31 02:57:14 -0800,0.3239,Core Sleep
2026-01-31 02:57:14 -0800,2026-01-31 03:05:13 -0800,0.1331,Deep Sleep
2026-01-31 03:05:13 -0800,2026-01-31 03:05:43 -0800,0.0083,Awake
2026-01-31 03:05:43 -0800,2026-01-31 03:11:42 -0800,0.0997,Core Sleep
2026-01-31 03:11:42 -0800,2026-01-31 03:15:41 -0800,0.0664,Deep Sleep
2026-01-31 03:15:41 -0800,2026-01-31 03:22:09 -0800,0.1078,Core Sleep
2026-01-31 03:22:09 -0800,2026-01-31 03:24:09 -0800,0.0333,Deep Sleep
2026-01-31 03:24:09 -0800,2026-01-31 03:25:39 -0800,0.0250,Core Sleep
2026-01-31 03:25:39 -0800,2026-01-31 03:32:07 -0800,0.1078,Deep Sleep
2026-01-31 03:32:07 -0800,2026-01-31 03:34:37 -0800,0.0417,Core Sleep
2026-01-31 03:34:37 -0800,2026-01-31 03:41:06 -0800,0.1081,Deep Sleep
2026-01-31 03:41:06 -0800,2026-01-31 03:43:05 -0800,0.0331,Core Sleep
2026-01-31 03:43:05 -0800,2026-01-31 04:00:02 -0800,0.2825,Deep Sleep
2026-01-31 04:00:02 -0800,2026-01-31 04:22:58 -0800,0.3822,Core Sleep
2026-01-31 04:22:58 -0800,2026-01-31 04:35:55 -0800,0.2158,REM Sleep
2026-01-31 04:35:55 -0800,2026-01-31 05:08:48 -0800,0.5481,Core Sleep
2026-01-31 05:08:48 -0800,2026-01-31 05:17:47 -0800,0.1497,Deep Sleep
2026-01-31 05:17:47 -0800,2026-01-31 05:19:16 -0800,0.0247,Core Sleep
2026-01-31 05:19:16 -0800,2026-01-31 05:20:46 -0800,0.0250,Deep Sleep
2026-01-31 05:20:46 -0800,2026-01-31 05:32:14 -0800,0.1911,Core Sleep
2026-01-31 05:32:14 -0800,2026-01-31 05:33:13 -0800,0.0164,Deep Sleep
2026-01-31 05:33:13 -0800,2026-01-31 05:39:42 -0800,0.1081,Core Sleep
2026-01-31 05:39:42 -0800,2026-01-31 06:24:33 -0800,0.7475,REM Sleep
2026-01-31 06:24:33 -0800,2026-01-31 07:32:20 -0800,1.1297,Core Sleep
2026-01-31 07:32:20 -0800,2026-01-31 08:13:41 -0800,0.6892,REM Sleep
2026-01-31 08:13:41 -0800,2026-01-31 08:49:04 -0800,0.5897,Core Sleep
2026-01-31 08:49:04 -0800,2026-01-31 08:52:34 -0800,0.0583,Awake
2026-01-31 08:52:34 -0800,2026-01-31 09:14:29 -0800,0.3653,Core Sleep
2026-01-31 09:14:29 -0800,2026-01-31 09:19:58 -0800,0.0914,Awake
2026-01-31 09:19:58 -0800,2026-01-31 09:23:57 -0800,0.0664,Core Sleep
2026-01-31 09:23:57 -0800,2026-01-31 09:31:26 -0800,0.1247,Awake
2026-01-31 09:31:26 -0800,2026-01-31 09:32:56 -0800,0.0250,Core Sleep
2026-02-01 02:14:38 -0800,2026-02-01 02:44:37 -0800,0.4997,Core Sleep
2026-02-01 02:44:37 -0800,2026-02-01 03:10:32 -0800,0.4319,Deep Sleep
2026-02-01 03:10:32 -0800,2026-02-01 03:21:01 -0800,0.1747,Core Sleep
2026-02-01 03:21:01 -0800,2026-02-01 03:22:01 -0800,0.0167,Deep Sleep
2026-02-01 03:22:01 -0800,2026-02-01 03:34:00 -0800,0.1997,REM Sleep
2026-02-01 03:34:00 -0800,2026-02-01 04:47:25 -0800,1.2236,Core Sleep
2026-02-01 04:47:25 -0800,2026-02-01 05:14:53 -0800,0.4578,REM Sleep
2026-02-01 05:14:53 -0800,2026-02-01 06:08:17 -0800,0.8900,Core Sleep
2026-02-01 06:08:17 -0800,2026-02-01 06:09:17 -0800,0.0167,Awake
2026-02-01 06:09:17 -0800,2026-02-01 06:38:16 -0800,0.4831,Core Sleep
2026-02-01 06:38:16 -0800,2026-02-01 07:27:11 -0800,0.8153,REM Sleep
2026-02-01 07:27:11 -0800,2026-02-01 07:29:41 -0800,0.0417,Core Sleep
2026-02-01 07:29:41 -0800,2026-02-01 07:44:10 -0800,0.2414,REM Sleep
2026-02-01 07:44:10 -0800,2026-02-01 08:20:38 -0800,0.6078,Core Sleep
2026-02-01 08:20:38 -0800,2026-02-01 08:21:08 -0800,0.0083,Awake
2026-02-01 08:21:08 -0800,2026-02-01 08:50:38 -0800,0.4917,Core Sleep
2026-02-01 08:50:38 -0800,2026-02-01 09:11:37 -0800,0.3497,REM Sleep
2026-02-01 09:11:37 -0800,2026-02-01 09:25:37 -0800,0.2333,Core Sleep
2026-02-01 09:25:37 -0800,2026-02-01 09:26:06 -0800,0.0081,Awake
2026-02-01 09:26:06 -0800,2026-02-01 09:47:02 -0800,0.3489,Core Sleep
2026-02-02 01:38:57 -0800,2026-02-02 01:53:25 -0800,0.2411,Core Sleep
2026-02-02 01:53:25 -0800,2026-02-02 02:23:49 -0800,0.5067,Deep Sleep
2026-02-02 02:23:49 -0800,2026-02-02 02:30:47 -0800,0.1161,Core Sleep
2026-02-02 02:30:47 -0800,2026-02-02 02:32:17 -0800,0.0250,Deep Sleep
2026-02-02 02:32:17 -0800,2026-02-02 03:18:38 -0800,0.7725,Core Sleep
2026-02-02 03:18:38 -0800,2026-02-02 03:20:37 -0800,0.0331,Deep Sleep
2026-02-02 03:20:37 -0800,2026-02-02 03:21:07 -0800,0.0083,Core Sleep
2026-02-02 03:21:07 -0800,2026-02-02 03:38:34 -0800,0.2908,Deep Sleep
2026-02-02 03:38:34 -0800,2026-02-02 03:54:01 -0800,0.2575,Core Sleep
2026-02-02 03:54:01 -0800,2026-02-02 04:28:54 -0800,0.5814,REM Sleep
2026-02-02 04:28:54 -0800,2026-02-02 05:11:15 -0800,0.7058,Core Sleep
2026-02-02 05:11:15 -0800,2026-02-02 05:11:45 -0800,0.0083,Deep Sleep
2026-02-02 05:11:45 -0800,2026-02-02 05:12:45 -0800,0.0167,Core Sleep
2026-02-02 05:12:45 -0800,2026-02-02 05:29:42 -0800,0.2825,Deep Sleep
2026-02-02 05:29:42 -0800,2026-02-02 05:30:41 -0800,0.0164,Awake
2026-02-02 05:30:41 -0800,2026-02-02 05:37:10 -0800,0.1081,Core Sleep
2026-02-02 05:37:10 -0800,2026-02-02 05:43:39 -0800,0.1081,Awake
2026-02-02 05:43:39 -0800,2026-02-02 06:15:32 -0800,0.5314,Core Sleep
2026-02-02 06:15:32 -0800,2026-02-02 07:11:21 -0800,0.9303,REM Sleep
2026-02-02 07:11:21 -0800,2026-02-02 07:51:13 -0800,0.6644,Core Sleep
2026-02-02 07:51:13 -0800,2026-02-02 07:53:13 -0800,0.0333,Awake
2026-02-02 07:53:13 -0800,2026-02-02 08:19:08 -0800,0.4319,Core Sleep
2026-02-02 08:19:08 -0800,2026-02-02 08:30:06 -0800,0.1828,REM Sleep
2026-02-02 08:30:06 -0800,2026-02-02 08:31:05 -0800,0.0164,Awake
2026-02-02 08:31:05 -0800,2026-02-02 08:38:34 -0800,0.1247,Core Sleep
2026-02-03 00:17:52 -0800,2026-02-03 00:42:47 -0800,0.4153,Core Sleep
2026-02-03 00:42:47 -0800,2026-02-03 00:51:46 -0800,0.1497,Deep Sleep
2026-02-03 00:51:46 -0800,2026-02-03 01:08:42 -0800,0.2822,Core Sleep
2026-02-03 01:08:42 -0800,2026-02-03 01:22:39 -0800,0.2325,REM Sleep
2026-02-03 01:22:39 -0800,2026-02-03 01:42:36 -0800,0.3325,Core Sleep
2026-02-03 01:42:36 -0800,2026-02-03 01:56:03 -0800,0.2242,Deep Sleep
2026-02-03 01:56:03 -0800,2026-02-03 01:57:33 -0800,0.0250,Awake
2026-02-03 01:57:33 -0800,2026-02-03 02:26:27 -0800,0.4817,Core Sleep
2026-02-03 02:26:27 -0800,2026-02-03 02:49:22 -0800,0.3819,REM Sleep
2026-02-03 02:49:22 -0800,2026-02-03 03:23:15 -0800,0.5647,Core Sleep
2026-02-03 03:23:15 -0800,2026-02-03 03:39:12 -0800,0.2658,Deep Sleep
2026-02-03 03:39:12 -0800,2026-02-03 03:41:42 -0800,0.0417,Awake
2026-02-03 03:41:42 -0800,2026-02-03 04:12:36 -0800,0.5150,Core Sleep
2026-02-03 04:12:36 -0800,2026-02-03 04:50:58 -0800,0.6394,REM Sleep
2026-02-03 04:50:58 -0800,2026-02-03 05:28:50 -0800,0.6311,Core Sleep
2026-02-03 05:28:50 -0800,2026-02-03 05:30:20 -0800,0.0250,Awake
2026-02-03 05:30:20 -0800,2026-02-03 05:57:44 -0800,0.4567,Core Sleep
2026-02-03 05:57:44 -0800,2026-02-03 06:44:35 -0800,0.7808,REM Sleep
2026-02-03 06:44:35 -0800,2026-02-03 07:17:28 -0800,0.5481,Core Sleep
2026-02-03 07:17:28 -0800,2026-02-03 07:21:28 -0800,0.0667,Awake
2026-02-03 07:21:28 -0800,2026-02-03 07:34:25 -0800,0.2158,Core Sleep
2026-02-04 01:06:19 -0800,2026-02-04 01:15:47 -0800,0.1578,Core Sleep
2026-02-04 01:15:47 -0800,2026-02-04 01:17:16 -0800,0.0247,Awake
2026-02-04 01:17:16 -0800,2026-02-04 01:22:15 -0800,0.0831,Core Sleep
2026-02-04 01:22:15 -0800,2026-02-04 01:23:45 -0800,0.0250,Awake
2026-02-04 01:23:45 -0800,2026-02-04 01:34:13 -0800,0.1744,Core Sleep
2026-02-04 01:34:13 -0800,2026-02-04 01:35:43 -0800,0.0250,Awake
2026-02-04 01:35:43 -0800,2026-02-04 01:41:41 -0800,0.0994,Core Sleep
2026-02-04 01:41:41 -0800,2026-02-04 01:46:11 -0800,0.0750,Deep Sleep
2026-02-04 01:46:11 -0800,2026-02-04 01:48:40 -0800,0.0414,Awake
2026-02-04 01:48:40 -0800,2026-02-04 01:55:09 -0800,0.1081,Core Sleep
2026-02-04 01:55:09 -0800,2026-02-04 02:04:37 -0800,0.1578,REM Sleep
2026-02-04 02:04:37 -0800,2026-02-04 02:19:04 -0800,0.2408,Core Sleep
2026-02-04 02:19:04 -0800,2026-02-04 02:35:01 -0800,0.2658,Deep Sleep
2026-02-04 02:35:01 -0800,2026-02-04 02:36:31 -0800,0.0250,Core Sleep
2026-02-04 02:36:31 -0800,2026-02-04 02:50:28 -0800,0.2325,Deep Sleep
2026-02-04 02:50:28 -0800,2026-02-04 02:50:58 -0800,0.0083,Core Sleep
2026-02-04 02:50:58 -0800,2026-02-04 02:51:57 -0800,0.0164,Awake
2026-02-04 02:51:57 -0800,2026-02-04 03:09:54 -0800,0.2992,Core Sleep
2026-02-04 03:09:54 -0800,2026-02-04 03:10:54 -0800,0.0167,REM Sleep
2026-02-04 03:10:54 -0800,2026-02-04 04:05:13 -0800,0.9053,Core Sleep
2026-02-04 04:05:13 -0800,2026-02-04 04:19:40 -0800,0.2408,REM Sleep
2026-02-04 04:19:40 -0800,2026-02-04 04:21:39 -0800,0.0331,Awake
2026-02-04 04:21:39 -0800,2026-02-04 05:48:22 -0800,1.4453,Core Sleep
2026-02-04 05:48:22 -0800,2026-02-04 06:04:49 -0800,0.2742,REM Sleep
2026-02-04 06:04:49 -0800,2026-02-04 06:10:48 -0800,0.0997,Awake
2026-02-04 06:10:48 -0800,2026-02-04 06:17:16 -0800,0.1078,Core Sleep
2026-02-04 06:17:16 -0800,2026-02-04 06:43:41 -0800,0.4403,REM Sleep
2026-02-04 06:43:41 -0800,2026-02-04 07:30:02 -0800,0.7725,Core Sleep
2026-02-04 07:30:02 -0800,2026-02-04 07:34:01 -0800,0.0664,Deep Sleep
2026-02-04 07:34:01 -0800,2026-02-04 07:34:31 -0800,0.0083,Awake
2026-02-04 07:34:31 -0800,2026-02-04 07:48:58 -0800,0.2408,Core Sleep
2026-02-04 07:48:58 -0800,2026-02-04 07:49:58 -0800,0.0167,Awake
2026-02-04 07:49:58 -0800,2026-02-04 07:57:27 -0800,0.1247,Core Sleep
2026-02-05 02:35:01 -0800,2026-02-05 03:00:56 -0800,0.4319,Core Sleep
2026-02-05 03:00:56 -0800,2026-02-05 03:15:53 -0800,0.2492,Deep Sleep
2026-02-05 03:15:53 -0800,2026-02-05 03:36:49 -0800,0.3489,REM Sleep
2026-02-05 03:36:49 -0800,2026-02-05 04:09:42 -0800,0.5481,Core Sleep
2026-02-05 04:09:42 -0800,2026-02-05 04:16:11 -0800,0.1081,Deep Sleep
2026-02-05 04:16:11 -0800,2026-02-05 04:28:39 -0800,0.2078,Core Sleep
2026-02-05 04:28:39 -0800,2026-02-05 04:38:07 -0800,0.1578,Deep Sleep
2026-02-05 04:38:07 -0800,2026-02-05 04:50:05 -0800,0.1994,Core Sleep
2026-02-05 04:50:05 -0800,2026-02-05 05:01:32 -0800,0.1908,REM Sleep
2026-02-05 05:01:32 -0800,2026-02-05 05:02:32 -0800,0.0167,Awake
2026-02-05 05:02:32 -0800,2026-02-05 05:38:55 -0800,0.6064,Core Sleep
2026-02-05 05:38:55 -0800,2026-02-05 05:40:25 -0800,0.0250,Deep Sleep
2026-02-05 05:40:25 -0800,2026-02-05 05:41:54 -0800,0.0247,Core Sleep
2026-02-05 05:41:54 -0800,2026-02-05 05:42:54 -0800,0.0167,Awake
2026-02-05 05:42:54 -0800,2026-02-05 05:48:23 -0800,0.0914,Core Sleep
2026-02-05 05:48:23 -0800,2026-02-05 05:48:53 -0800,0.0083,Awake
2026-02-05 05:48:53 -0800,2026-02-05 05:53:52 -0800,0.0831,Core Sleep
2026-02-05 05:53:52 -0800,2026-02-05 05:59:51 -0800,0.0997,Awake
2026-02-05 05:59:51 -0800,2026-02-05 06:12:18 -0800,0.2075,Core Sleep
2026-02-05 06:12:18 -0800,2026-02-05 07:11:07 -0800,0.9803,REM Sleep
2026-02-05 07:11:07 -0800,2026-02-05 07:48:59 -0800,0.6311,Core Sleep
2026-02-05 07:48:59 -0800,2026-02-05 07:49:59 -0800,0.0167,Awake
2026-02-05 07:49:59 -0800,2026-02-05 07:57:27 -0800,0.1244,Core Sleep
2026-02-05 07:57:27 -0800,2026-02-05 07:59:57 -0800,0.0417,Awake
2026-02-05 07:59:57 -0800,2026-02-05 08:06:26 -0800,0.1081,Core Sleep
2026-02-05 08:06:26 -0800,2026-02-05 08:08:55 -0800,0.0414,Awake
2026-02-05 08:08:55 -0800,2026-02-05 08:15:24 -0800,0.1081,Core Sleep
2026-02-05 08:15:24 -0800,2026-02-05 08:15:54 -0800,0.0083,Awake
2026-02-05 08:15:54 -0800,2026-02-05 08:25:22 -0800,0.1578,Core Sleep
2026-02-07 02:34:09 -0800,2026-02-07 02:44:07 -0800,0.1661,Core Sleep
2026-02-07 02:44:07 -0800,2026-02-07 02:45:37 -0800,0.0250,Deep Sleep
2026-02-07 02:45:37 -0800,2026-02-07 02:46:07 -0800,0.0083,Core Sleep
2026-02-07 02:46:07 -0800,2026-02-07 02:48:06 -0800,0.0331,Deep Sleep
2026-02-07 02:48:06 -0800,2026-02-07 02:55:05 -0800,0.1164,Core Sleep
2026-02-07 02:55:05 -0800,2026-02-07 03:22:59 -0800,0.4650,Deep Sleep
2026-02-07 03:22:59 -0800,2026-02-07 03:23:29 -0800,0.0083,Awake
2026-02-07 03:23:29 -0800,2026-02-07 03:58:22 -0800,0.5814,Core Sleep
2026-02-07 03:58:22 -0800,2026-02-07 04:08:50 -0800,0.1744,Deep Sleep
2026-02-07 04:08:50 -0800,2026-02-07 04:09:50 -0800,0.0167,Awake
2026-02-07 04:09:50 -0800,2026-02-07 04:43:43 -0800,0.5647,Core Sleep
2026-02-07 04:43:43 -0800,2026-02-07 04:44:13 -0800,0.0083,Awake
2026-02-07 04:44:13 -0800,2026-02-07 04:53:11 -0800,0.1494,Core Sleep
2026-02-07 04:53:11 -0800,2026-02-07 05:28:34 -0800,0.5897,REM Sleep
2026-02-07 05:28:34 -0800,2026-02-07 05:29:34 -0800,0.0167,Awake
2026-02-07 05:29:34 -0800,2026-02-07 05:55:29 -0800,0.4319,Core Sleep
2026-02-07 05:55:29 -0800,2026-02-07 06:10:26 -0800,0.2492,Deep Sleep
2026-02-07 06:10:26 -0800,2026-02-07 06:10:56 -0800,0.0083,Core Sleep
2026-02-07 06:10:56 -0800,2026-02-07 06:11:26 -0800,0.0083,Awake
2026-02-07 06:11:26 -0800,2026-02-07 06:37:50 -0800,0.4400,Core Sleep
2026-02-07 06:37:50 -0800,2026-02-07 07:03:15 -0800,0.4236,REM Sleep
2026-02-07 07:03:15 -0800,2026-02-07 07:56:05 -0800,0.8806,Core Sleep
2026-02-07 07:56:05 -0800,2026-02-07 08:10:32 -0800,0.2408,REM Sleep
2026-02-07 08:10:32 -0800,2026-02-07 08:16:31 -0800,0.0997,Awake
2026-02-07 08:16:31 -0800,2026-02-07 09:03:22 -0800,0.7808,Core Sleep
2026-02-07 09:03:22 -0800,2026-02-07 09:09:50 -0800,0.1078,Deep Sleep
2026-02-07 09:09:50 -0800,2026-02-07 09:15:19 -0800,0.0914,Core Sleep
2026-02-07 09:15:19 -0800,2026-02-07 09:40:14 -0800,0.4153,REM Sleep
2026-02-07 09:40:14 -0800,2026-02-07 09:40:44 -0800,0.0083,Awake
2026-02-07 09:40:44 -0800,2026-02-07 10:34:34 -0800,0.8972,Core Sleep
2026-02-08 03:55:21 -0800,2026-02-08 04:13:17 -0800,0.2989,Core Sleep
2026-02-08 04:13:17 -0800,2026-02-08 04:21:45 -0800,0.1411,Deep Sleep
2026-02-08 04:21:45 -0800,2026-02-08 04:26:44 -0800,0.0831,Core Sleep
2026-02-08 04:26:44 -0800,2026-02-08 04:32:13 -0800,0.0914,Deep Sleep
2026-02-08 04:32:13 -0800,2026-02-08 04:33:43 -0800,0.0250,Core Sleep
